unit_id,file,variable,human,result,url
14196,10.1080_10919392.2019.1654350.pdf,Q3_3_Validation,IRRELEVANT,IRRELEVANT,https://www.dropbox.com/scl/fi/cuk637epsbn7reuvj7epb/10.1080_10919392.2019.1654350.pdf?rlkey=cd72twqh1xqwo04eoh9fd3bjp&dl=1
14196,10.1080_10919392.2019.1654350.pdf,Q4_1_Opinion-Evaluation,IRRELEVANT,IRRELEVANT,https://www.dropbox.com/scl/fi/cuk637epsbn7reuvj7epb/10.1080_10919392.2019.1654350.pdf?rlkey=cd72twqh1xqwo04eoh9fd3bjp&dl=1
14196,10.1080_10919392.2019.1654350.pdf,Q4_2_Opinion-Target,IRRELEVANT,IRRELEVANT,https://www.dropbox.com/scl/fi/cuk637epsbn7reuvj7epb/10.1080_10919392.2019.1654350.pdf?rlkey=cd72twqh1xqwo04eoh9fd3bjp&dl=1
14196,10.1080_10919392.2019.1654350.pdf,Q5_0_Data-Mentioned,IRRELEVANT,IRRELEVANT,https://www.dropbox.com/scl/fi/cuk637epsbn7reuvj7epb/10.1080_10919392.2019.1654350.pdf?rlkey=cd72twqh1xqwo04eoh9fd3bjp&dl=1
14196,10.1080_10919392.2019.1654350.pdf,Q5_1_Data-Source,IRRELEVANT,IRRELEVANT,https://www.dropbox.com/scl/fi/cuk637epsbn7reuvj7epb/10.1080_10919392.2019.1654350.pdf?rlkey=cd72twqh1xqwo04eoh9fd3bjp&dl=1
14196,10.1080_10919392.2019.1654350.pdf,Q5_2_Data-Language,IRRELEVANT,IRRELEVANT,https://www.dropbox.com/scl/fi/cuk637epsbn7reuvj7epb/10.1080_10919392.2019.1654350.pdf?rlkey=cd72twqh1xqwo04eoh9fd3bjp&dl=1
14196,10.1080_10919392.2019.1654350.pdf,Q5_3_Data-Country,IRRELEVANT,IRRELEVANT,https://www.dropbox.com/scl/fi/cuk637epsbn7reuvj7epb/10.1080_10919392.2019.1654350.pdf?rlkey=cd72twqh1xqwo04eoh9fd3bjp&dl=1
14196,10.1080_10919392.2019.1654350.pdf,Q5_4_Dataset-Name,IRRELEVANT,IRRELEVANT,https://www.dropbox.com/scl/fi/cuk637epsbn7reuvj7epb/10.1080_10919392.2019.1654350.pdf?rlkey=cd72twqh1xqwo04eoh9fd3bjp&dl=1
14196,10.1080_10919392.2019.1654350.pdf,Q5_5_Other-Dataset-Name,IRRELEVANT,IRRELEVANT,https://www.dropbox.com/scl/fi/cuk637epsbn7reuvj7epb/10.1080_10919392.2019.1654350.pdf?rlkey=cd72twqh1xqwo04eoh9fd3bjp&dl=1
14196,10.1080_10919392.2019.1654350.pdf,Q5_6_Dataset-Link,IRRELEVANT,IRRELEVANT,https://www.dropbox.com/scl/fi/cuk637epsbn7reuvj7epb/10.1080_10919392.2019.1654350.pdf?rlkey=cd72twqh1xqwo04eoh9fd3bjp&dl=1
14196,10.1080_10919392.2019.1654350.pdf,Q5_7_Dataset-Reference,IRRELEVANT,IRRELEVANT,https://www.dropbox.com/scl/fi/cuk637epsbn7reuvj7epb/10.1080_10919392.2019.1654350.pdf?rlkey=cd72twqh1xqwo04eoh9fd3bjp&dl=1
13133,10.1080_13504851.2019.1619013.pdf,Q1_0_Tool-Mentioned,Yes,Yes,https://www.dropbox.com/scl/fi/djlekbt6xd9hx0zird9h5/10.1080_13504851.2019.1619013.pdf?rlkey=5hg6uhtu5urecvgapu9yonwmu&dl=1
13133,10.1080_13504851.2019.1619013.pdf,Q1_1_Tool-Name,Computational Linguistics and Psycholinguistics (CLiPS) Research Center offers a Python library,CLiPS Python library; Loughran and McDonald’s dictionary; SO-PMI,https://www.dropbox.com/scl/fi/djlekbt6xd9hx0zird9h5/10.1080_13504851.2019.1619013.pdf?rlkey=5hg6uhtu5urecvgapu9yonwmu&dl=1
13133,10.1080_13504851.2019.1619013.pdf,Q1_2_Tool-Link,https://www.clips.uantwerpen.be,https://www.clips.uantwerpen.be; -; -,https://www.dropbox.com/scl/fi/djlekbt6xd9hx0zird9h5/10.1080_13504851.2019.1619013.pdf?rlkey=5hg6uhtu5urecvgapu9yonwmu&dl=1
13133,10.1080_13504851.2019.1619013.pdf,Q1_3_Tool-Reference,-,"-; Loughran, T., and B. McDonald. 2011. When Is a Liability Not a Liability? Textual Analysis, Dictionaries, and 10-Ks. The Journal of Finance 66 (1): 35–65; Turney, P. D., and M. L. Littman. 2003. Measuring Praise and Criticism: Inference of Semantic Orientation from Association. ACM Transactions on Information Systems (TOIS) 21 (4): 315–346",https://www.dropbox.com/scl/fi/djlekbt6xd9hx0zird9h5/10.1080_13504851.2019.1619013.pdf?rlkey=5hg6uhtu5urecvgapu9yonwmu&dl=1
13133,10.1080_13504851.2019.1619013.pdf,Q2_0_Tool-Mentioned,No (or unclear),Yes,https://www.dropbox.com/scl/fi/djlekbt6xd9hx0zird9h5/10.1080_13504851.2019.1619013.pdf?rlkey=5hg6uhtu5urecvgapu9yonwmu&dl=1
13133,10.1080_13504851.2019.1619013.pdf,Q2_1_Tool-Name,IRRELEVANT,CLiPS Python library; Loughran and McDonald’s dictionary; SO-PMI,https://www.dropbox.com/scl/fi/djlekbt6xd9hx0zird9h5/10.1080_13504851.2019.1619013.pdf?rlkey=5hg6uhtu5urecvgapu9yonwmu&dl=1
13133,10.1080_13504851.2019.1619013.pdf,Q2_2_Tool-Link,IRRELEVANT,https://www.clips.uantwerpen.be; -; -,https://www.dropbox.com/scl/fi/djlekbt6xd9hx0zird9h5/10.1080_13504851.2019.1619013.pdf?rlkey=5hg6uhtu5urecvgapu9yonwmu&dl=1
13133,10.1080_13504851.2019.1619013.pdf,Q2_3_Tool-Reference,IRRELEVANT,"-; Loughran, T., and B. McDonald. 2011. When Is a Liability Not a Liability? Textual Analysis, Dictionaries, and 10-Ks. The Journal of Finance 66 (1): 35–65; Turney, P. D., and M. L. Littman. 2003. Measuring Praise and Criticism: Inference of Semantic Orientation from Association. ACM Transactions on Information Systems (TOIS) 21 (4): 315–346",https://www.dropbox.com/scl/fi/djlekbt6xd9hx0zird9h5/10.1080_13504851.2019.1619013.pdf?rlkey=5hg6uhtu5urecvgapu9yonwmu&dl=1
13133,10.1080_13504851.2019.1619013.pdf,Q3_1_Approach,Dictionaries,Textual Sentiment Analysis; Point-wise Mutual Information,https://www.dropbox.com/scl/fi/djlekbt6xd9hx0zird9h5/10.1080_13504851.2019.1619013.pdf?rlkey=5hg6uhtu5urecvgapu9yonwmu&dl=1
13133,10.1080_13504851.2019.1619013.pdf,Q3_2_Target-specific-Measurement,Yes,Yes,https://www.dropbox.com/scl/fi/djlekbt6xd9hx0zird9h5/10.1080_13504851.2019.1619013.pdf?rlkey=5hg6uhtu5urecvgapu9yonwmu&dl=1
13133,10.1080_13504851.2019.1619013.pdf,Q3_3_Validation,Yes,Yes,https://www.dropbox.com/scl/fi/djlekbt6xd9hx0zird9h5/10.1080_13504851.2019.1619013.pdf?rlkey=5hg6uhtu5urecvgapu9yonwmu&dl=1
13133,10.1080_13504851.2019.1619013.pdf,Q4_1_Opinion-Evaluation,Sentiment,Investor Sentiment,https://www.dropbox.com/scl/fi/djlekbt6xd9hx0zird9h5/10.1080_13504851.2019.1619013.pdf?rlkey=5hg6uhtu5urecvgapu9yonwmu&dl=1
13133,10.1080_13504851.2019.1619013.pdf,Q4_2_Opinion-Target,sentiment in 'Bitcoin Discussion' bulletin board,Bitcoin,https://www.dropbox.com/scl/fi/djlekbt6xd9hx0zird9h5/10.1080_13504851.2019.1619013.pdf?rlkey=5hg6uhtu5urecvgapu9yonwmu&dl=1
13133,10.1080_13504851.2019.1619013.pdf,Q5_0_Data-Mentioned,Yes,Yes,https://www.dropbox.com/scl/fi/djlekbt6xd9hx0zird9h5/10.1080_13504851.2019.1619013.pdf?rlkey=5hg6uhtu5urecvgapu9yonwmu&dl=1
13133,10.1080_13504851.2019.1619013.pdf,Q5_1_Data-Source,Other (write in),Social Media,https://www.dropbox.com/scl/fi/djlekbt6xd9hx0zird9h5/10.1080_13504851.2019.1619013.pdf?rlkey=5hg6uhtu5urecvgapu9yonwmu&dl=1
13133,10.1080_13504851.2019.1619013.pdf,Q5_2_Data-Language,bulletin board,English,https://www.dropbox.com/scl/fi/djlekbt6xd9hx0zird9h5/10.1080_13504851.2019.1619013.pdf?rlkey=5hg6uhtu5urecvgapu9yonwmu&dl=1
13133,10.1080_13504851.2019.1619013.pdf,Q5_3_Data-Country,No,-,https://www.dropbox.com/scl/fi/djlekbt6xd9hx0zird9h5/10.1080_13504851.2019.1619013.pdf?rlkey=5hg6uhtu5urecvgapu9yonwmu&dl=1
13133,10.1080_13504851.2019.1619013.pdf,Q5_4_Dataset-Name,‘Bitcoin Discussion’,Bitcointalk.org posts,https://www.dropbox.com/scl/fi/djlekbt6xd9hx0zird9h5/10.1080_13504851.2019.1619013.pdf?rlkey=5hg6uhtu5urecvgapu9yonwmu&dl=1
13133,10.1080_13504851.2019.1619013.pdf,Q5_5_Other-Dataset-Name,-,-,https://www.dropbox.com/scl/fi/djlekbt6xd9hx0zird9h5/10.1080_13504851.2019.1619013.pdf?rlkey=5hg6uhtu5urecvgapu9yonwmu&dl=1
13133,10.1080_13504851.2019.1619013.pdf,Q5_6_Dataset-Link,-,-,https://www.dropbox.com/scl/fi/djlekbt6xd9hx0zird9h5/10.1080_13504851.2019.1619013.pdf?rlkey=5hg6uhtu5urecvgapu9yonwmu&dl=1
13133,10.1080_13504851.2019.1619013.pdf,Q5_7_Dataset-Reference,-,-,https://www.dropbox.com/scl/fi/djlekbt6xd9hx0zird9h5/10.1080_13504851.2019.1619013.pdf?rlkey=5hg6uhtu5urecvgapu9yonwmu&dl=1
12996,10.1007_978-3-030-30244-3_57.pdf,Q1_0_Tool-Mentioned,Yes,Yes,https://www.dropbox.com/scl/fi/yox6n1w4s2or6i60f2sbz/10.1007_978-3-030-30244-3_57.pdf?rlkey=lke959o065avve9lmjfb04yny&dl=1
12996,10.1007_978-3-030-30244-3_57.pdf,Q1_1_Tool-Name,"NLTK, scikit-learn, modAL",modAL; Scikit-learn; NLTK,https://www.dropbox.com/scl/fi/yox6n1w4s2or6i60f2sbz/10.1007_978-3-030-30244-3_57.pdf?rlkey=lke959o065avve9lmjfb04yny&dl=1
12996,10.1007_978-3-030-30244-3_57.pdf,Q1_2_Tool-Link,"https://www.nltk.org, https://scikit-learn.org, https://github.com/cosmic-cortex/modAL",https://github.com/cosmic-cortex/modAL; https://scikit-learn.org; https://www.nltk.org,https://www.dropbox.com/scl/fi/yox6n1w4s2or6i60f2sbz/10.1007_978-3-030-30244-3_57.pdf?rlkey=lke959o065avve9lmjfb04yny&dl=1
12996,10.1007_978-3-030-30244-3_57.pdf,Q1_3_Tool-Reference,"Pedregosa, F., et al.: Scikit-learn: machine learning in Python. J. Mach. Learn. Res. 12, 2825–2830 (2011); Danka, T., Horvath, P.: modAL: a modular active learning framework for Python (2018). https://github.com/cosmic-cortex/modAL, arXiv at https://arxiv.org/ abs/1805.00979","Danka, T., Horvath, P.: modAL: a modular active learning framework for Python (2018). https://github.com/cosmic-cortex/modAL; Lewis, D.D., Gale, W.A.: A sequential algorithm for training text classifiers. In: Proceedings of the 17th Annual International ACM SIGIR Conference on Research and Development in Information Retrieval, pp. 3–12 (1994); Souza, E., et al.: Characterising text mining: a systematic mapping review of the Portuguese language. IET Softw. 12(2), 49–75 (2018). https://doi.org/10.1049/iet-sen.2016.0226",https://www.dropbox.com/scl/fi/yox6n1w4s2or6i60f2sbz/10.1007_978-3-030-30244-3_57.pdf?rlkey=lke959o065avve9lmjfb04yny&dl=1
12996,10.1007_978-3-030-30244-3_57.pdf,Q2_0_Tool-Mentioned,No (or unclear),Yes,https://www.dropbox.com/scl/fi/yox6n1w4s2or6i60f2sbz/10.1007_978-3-030-30244-3_57.pdf?rlkey=lke959o065avve9lmjfb04yny&dl=1
12996,10.1007_978-3-030-30244-3_57.pdf,Q2_1_Tool-Name,IRRELEVANT,SVM; Query By Committee; CountVectorizer,https://www.dropbox.com/scl/fi/yox6n1w4s2or6i60f2sbz/10.1007_978-3-030-30244-3_57.pdf?rlkey=lke959o065avve9lmjfb04yny&dl=1
12996,10.1007_978-3-030-30244-3_57.pdf,Q2_2_Tool-Link,IRRELEVANT,-,https://www.dropbox.com/scl/fi/yox6n1w4s2or6i60f2sbz/10.1007_978-3-030-30244-3_57.pdf?rlkey=lke959o065avve9lmjfb04yny&dl=1
12996,10.1007_978-3-030-30244-3_57.pdf,Q2_3_Tool-Reference,IRRELEVANT,"Aldoğan, D., Yaslan, Y.: A comparison study on active learning integrated ensemble approaches in sentiment analysis. Comput. Electr. Eng. 57, 311–323 (2017). https://doi.org/10.1016/j.compeleceng.2016.11.015; Lewis, D.D., Gale, W.A.: A sequential algorithm for training text classifiers. In: Proceedings of the 17th Annual International ACM SIGIR Conference on Research and Development in Information Retrieval, pp. 3–12 (1994)",https://www.dropbox.com/scl/fi/yox6n1w4s2or6i60f2sbz/10.1007_978-3-030-30244-3_57.pdf?rlkey=lke959o065avve9lmjfb04yny&dl=1
12996,10.1007_978-3-030-30244-3_57.pdf,Q3_1_Approach,"Classic Supervised Machine Learning (i.e., usually bag-of-words pre-processing, no deep learning or transformers)",Active Learning; Sentiment Analysis,https://www.dropbox.com/scl/fi/yox6n1w4s2or6i60f2sbz/10.1007_978-3-030-30244-3_57.pdf?rlkey=lke959o065avve9lmjfb04yny&dl=1
12996,10.1007_978-3-030-30244-3_57.pdf,Q3_2_Target-specific-Measurement,Yes,Yes,https://www.dropbox.com/scl/fi/yox6n1w4s2or6i60f2sbz/10.1007_978-3-030-30244-3_57.pdf?rlkey=lke959o065avve9lmjfb04yny&dl=1
12996,10.1007_978-3-030-30244-3_57.pdf,Q3_3_Validation,Yes,Yes,https://www.dropbox.com/scl/fi/yox6n1w4s2or6i60f2sbz/10.1007_978-3-030-30244-3_57.pdf?rlkey=lke959o065avve9lmjfb04yny&dl=1
12996,10.1007_978-3-030-30244-3_57.pdf,Q4_1_Opinion-Evaluation,sentiment,Positive or Negative Sentiment,https://www.dropbox.com/scl/fi/yox6n1w4s2or6i60f2sbz/10.1007_978-3-030-30244-3_57.pdf?rlkey=lke959o065avve9lmjfb04yny&dl=1
12996,10.1007_978-3-030-30244-3_57.pdf,Q4_2_Opinion-Target,Dynamic: Jair Bolsonaro or Fernando Haddad,2018 Brazilian Presidential Election; Jair Bolsonaro; Fernando Haddad,https://www.dropbox.com/scl/fi/yox6n1w4s2or6i60f2sbz/10.1007_978-3-030-30244-3_57.pdf?rlkey=lke959o065avve9lmjfb04yny&dl=1
12996,10.1007_978-3-030-30244-3_57.pdf,Q5_0_Data-Mentioned,Yes,Yes,https://www.dropbox.com/scl/fi/yox6n1w4s2or6i60f2sbz/10.1007_978-3-030-30244-3_57.pdf?rlkey=lke959o065avve9lmjfb04yny&dl=1
12996,10.1007_978-3-030-30244-3_57.pdf,Q5_1_Data-Source,Social Media,Social Media,https://www.dropbox.com/scl/fi/yox6n1w4s2or6i60f2sbz/10.1007_978-3-030-30244-3_57.pdf?rlkey=lke959o065avve9lmjfb04yny&dl=1
12996,10.1007_978-3-030-30244-3_57.pdf,Q5_2_Data-Language,Portuguese,Portuguese,https://www.dropbox.com/scl/fi/yox6n1w4s2or6i60f2sbz/10.1007_978-3-030-30244-3_57.pdf?rlkey=lke959o065avve9lmjfb04yny&dl=1
12996,10.1007_978-3-030-30244-3_57.pdf,Q5_3_Data-Country,Brazil,Brazil,https://www.dropbox.com/scl/fi/yox6n1w4s2or6i60f2sbz/10.1007_978-3-030-30244-3_57.pdf?rlkey=lke959o065avve9lmjfb04yny&dl=1
12996,10.1007_978-3-030-30244-3_57.pdf,Q5_4_Dataset-Name,The Brazilian Presidential Election Data Set,Brazilian Presidential Election Corpus,https://www.dropbox.com/scl/fi/yox6n1w4s2or6i60f2sbz/10.1007_978-3-030-30244-3_57.pdf?rlkey=lke959o065avve9lmjfb04yny&dl=1
12996,10.1007_978-3-030-30244-3_57.pdf,Q5_5_Other-Dataset-Name,Sentiment140; Sanders,Sentiment140; Sanders,https://www.dropbox.com/scl/fi/yox6n1w4s2or6i60f2sbz/10.1007_978-3-030-30244-3_57.pdf?rlkey=lke959o065avve9lmjfb04yny&dl=1
12996,10.1007_978-3-030-30244-3_57.pdf,Q5_6_Dataset-Link,http://miningbrgroup.com.br/index.php/resources/,http://miningbrgroup.com.br/index.php/resources/,https://www.dropbox.com/scl/fi/yox6n1w4s2or6i60f2sbz/10.1007_978-3-030-30244-3_57.pdf?rlkey=lke959o065avve9lmjfb04yny&dl=1
12996,10.1007_978-3-030-30244-3_57.pdf,Q5_7_Dataset-Reference,-,-,https://www.dropbox.com/scl/fi/yox6n1w4s2or6i60f2sbz/10.1007_978-3-030-30244-3_57.pdf?rlkey=lke959o065avve9lmjfb04yny&dl=1
11878,10.3389_frobt.2018.00138.pdf,Q1_0_Tool-Mentioned,Yes,Yes,https://www.dropbox.com/scl/fi/u5kmh2b8lbfo7ts71wog6/10.3389_frobt.2018.00138.pdf?rlkey=n0fed9wh0ws9ddvye795ufkca&dl=1
11878,10.3389_frobt.2018.00138.pdf,Q1_1_Tool-Name,Scikit-learn; fastText,fasttext; Doc2Vec,https://www.dropbox.com/scl/fi/u5kmh2b8lbfo7ts71wog6/10.3389_frobt.2018.00138.pdf?rlkey=n0fed9wh0ws9ddvye795ufkca&dl=1
11878,10.3389_frobt.2018.00138.pdf,Q1_2_Tool-Link,https://github.com/facebookresearch/fastText/,https://fasttext.cc/; https://radimrehurek.com/gensim/models/doc2vec.html,https://www.dropbox.com/scl/fi/u5kmh2b8lbfo7ts71wog6/10.3389_frobt.2018.00138.pdf?rlkey=n0fed9wh0ws9ddvye795ufkca&dl=1
11878,10.3389_frobt.2018.00138.pdf,Q1_3_Tool-Reference,"Pedregosa, F., Varoquaux, G., Gramfort, A., Michel, V., Thirion, B., Grisel, O., et al. (2011). Scikit-learn: machine learning in python. J. Mach. Learn. Res. 12, 2825–2830.; fastText (2018). Library for Fast Text Representation and Classification. Availble online at: https://github.com/facebookresearch/fastText/ (Accessed December 01, 2018)","Joulin et al., 2017; Le and Mikolov, 2014",https://www.dropbox.com/scl/fi/u5kmh2b8lbfo7ts71wog6/10.3389_frobt.2018.00138.pdf?rlkey=n0fed9wh0ws9ddvye795ufkca&dl=1
11878,10.3389_frobt.2018.00138.pdf,Q2_0_Tool-Mentioned,No (or unclear),Yes,https://www.dropbox.com/scl/fi/u5kmh2b8lbfo7ts71wog6/10.3389_frobt.2018.00138.pdf?rlkey=n0fed9wh0ws9ddvye795ufkca&dl=1
11878,10.3389_frobt.2018.00138.pdf,Q2_1_Tool-Name,IRRELEVANT,Word2Vec,https://www.dropbox.com/scl/fi/u5kmh2b8lbfo7ts71wog6/10.3389_frobt.2018.00138.pdf?rlkey=n0fed9wh0ws9ddvye795ufkca&dl=1
11878,10.3389_frobt.2018.00138.pdf,Q2_2_Tool-Link,IRRELEVANT,https://radimrehurek.com/gensim/models/word2vec.html,https://www.dropbox.com/scl/fi/u5kmh2b8lbfo7ts71wog6/10.3389_frobt.2018.00138.pdf?rlkey=n0fed9wh0ws9ddvye795ufkca&dl=1
11878,10.3389_frobt.2018.00138.pdf,Q2_3_Tool-Reference,IRRELEVANT,"Mikolov et al., 2013",https://www.dropbox.com/scl/fi/u5kmh2b8lbfo7ts71wog6/10.3389_frobt.2018.00138.pdf?rlkey=n0fed9wh0ws9ddvye795ufkca&dl=1
11878,10.3389_frobt.2018.00138.pdf,Q3_1_Approach,Other or multiple,Machine Learning; Deep Learning,https://www.dropbox.com/scl/fi/u5kmh2b8lbfo7ts71wog6/10.3389_frobt.2018.00138.pdf?rlkey=n0fed9wh0ws9ddvye795ufkca&dl=1
11878,10.3389_frobt.2018.00138.pdf,Q3_2_Target-specific-Measurement,Yes,No (unclear),https://www.dropbox.com/scl/fi/u5kmh2b8lbfo7ts71wog6/10.3389_frobt.2018.00138.pdf?rlkey=n0fed9wh0ws9ddvye795ufkca&dl=1
11878,10.3389_frobt.2018.00138.pdf,Q3_3_Validation,Yes,Yes,https://www.dropbox.com/scl/fi/u5kmh2b8lbfo7ts71wog6/10.3389_frobt.2018.00138.pdf?rlkey=n0fed9wh0ws9ddvye795ufkca&dl=1
11878,10.3389_frobt.2018.00138.pdf,Q4_1_Opinion-Evaluation,Sentiment,Sentiment analysis,https://www.dropbox.com/scl/fi/u5kmh2b8lbfo7ts71wog6/10.3389_frobt.2018.00138.pdf?rlkey=n0fed9wh0ws9ddvye795ufkca&dl=1
11878,10.3389_frobt.2018.00138.pdf,Q4_2_Opinion-Target,Sentiment,tweets; Facebook comments,https://www.dropbox.com/scl/fi/u5kmh2b8lbfo7ts71wog6/10.3389_frobt.2018.00138.pdf?rlkey=n0fed9wh0ws9ddvye795ufkca&dl=1
11878,10.3389_frobt.2018.00138.pdf,Q5_0_Data-Mentioned,Yes,Yes,https://www.dropbox.com/scl/fi/u5kmh2b8lbfo7ts71wog6/10.3389_frobt.2018.00138.pdf?rlkey=n0fed9wh0ws9ddvye795ufkca&dl=1
11878,10.3389_frobt.2018.00138.pdf,Q5_1_Data-Source,Social Media,Social Media,https://www.dropbox.com/scl/fi/u5kmh2b8lbfo7ts71wog6/10.3389_frobt.2018.00138.pdf?rlkey=n0fed9wh0ws9ddvye795ufkca&dl=1
11878,10.3389_frobt.2018.00138.pdf,Q5_2_Data-Language,-,English,https://www.dropbox.com/scl/fi/u5kmh2b8lbfo7ts71wog6/10.3389_frobt.2018.00138.pdf?rlkey=n0fed9wh0ws9ddvye795ufkca&dl=1
11878,10.3389_frobt.2018.00138.pdf,Q5_3_Data-Country,-,-,https://www.dropbox.com/scl/fi/u5kmh2b8lbfo7ts71wog6/10.3389_frobt.2018.00138.pdf?rlkey=n0fed9wh0ws9ddvye795ufkca&dl=1
11878,10.3389_frobt.2018.00138.pdf,Q5_4_Dataset-Name,-,-,https://www.dropbox.com/scl/fi/u5kmh2b8lbfo7ts71wog6/10.3389_frobt.2018.00138.pdf?rlkey=n0fed9wh0ws9ddvye795ufkca&dl=1
11878,10.3389_frobt.2018.00138.pdf,Q5_5_Other-Dataset-Name,-,-,https://www.dropbox.com/scl/fi/u5kmh2b8lbfo7ts71wog6/10.3389_frobt.2018.00138.pdf?rlkey=n0fed9wh0ws9ddvye795ufkca&dl=1
11878,10.3389_frobt.2018.00138.pdf,Q5_6_Dataset-Link,-,-,https://www.dropbox.com/scl/fi/u5kmh2b8lbfo7ts71wog6/10.3389_frobt.2018.00138.pdf?rlkey=n0fed9wh0ws9ddvye795ufkca&dl=1
11878,10.3389_frobt.2018.00138.pdf,Q5_7_Dataset-Reference,-,-,https://www.dropbox.com/scl/fi/u5kmh2b8lbfo7ts71wog6/10.3389_frobt.2018.00138.pdf?rlkey=n0fed9wh0ws9ddvye795ufkca&dl=1
16366,10.1007_978-981-10-6520-0_20.pdf,Q1_0_Tool-Mentioned,No (or unclear),Yes,https://www.dropbox.com/scl/fi/ryxhjp35zfug8i0iyr4c5/10.1007_978-981-10-6520-0_20.pdf?rlkey=js14lc6gr65x6wq316smj0fi0&dl=1
16366,10.1007_978-981-10-6520-0_20.pdf,Q1_1_Tool-Name,IRRELEVANT,MaxEnt-L1; C4.5 Decision Tree; SVM-kernel; Ada-boost; Naïve Bayes; MaxEnt,https://www.dropbox.com/scl/fi/ryxhjp35zfug8i0iyr4c5/10.1007_978-981-10-6520-0_20.pdf?rlkey=js14lc6gr65x6wq316smj0fi0&dl=1
16366,10.1007_978-981-10-6520-0_20.pdf,Q1_2_Tool-Link,IRRELEVANT,-,https://www.dropbox.com/scl/fi/ryxhjp35zfug8i0iyr4c5/10.1007_978-981-10-6520-0_20.pdf?rlkey=js14lc6gr65x6wq316smj0fi0&dl=1
16366,10.1007_978-981-10-6520-0_20.pdf,Q1_3_Tool-Reference,IRRELEVANT,-,https://www.dropbox.com/scl/fi/ryxhjp35zfug8i0iyr4c5/10.1007_978-981-10-6520-0_20.pdf?rlkey=js14lc6gr65x6wq316smj0fi0&dl=1
16366,10.1007_978-981-10-6520-0_20.pdf,Q2_0_Tool-Mentioned,IRRELEVANT,No (unclear),https://www.dropbox.com/scl/fi/ryxhjp35zfug8i0iyr4c5/10.1007_978-981-10-6520-0_20.pdf?rlkey=js14lc6gr65x6wq316smj0fi0&dl=1
16366,10.1007_978-981-10-6520-0_20.pdf,Q2_1_Tool-Name,IRRELEVANT,IRRELEVANT,https://www.dropbox.com/scl/fi/ryxhjp35zfug8i0iyr4c5/10.1007_978-981-10-6520-0_20.pdf?rlkey=js14lc6gr65x6wq316smj0fi0&dl=1
16366,10.1007_978-981-10-6520-0_20.pdf,Q2_2_Tool-Link,IRRELEVANT,IRRELEVANT,https://www.dropbox.com/scl/fi/ryxhjp35zfug8i0iyr4c5/10.1007_978-981-10-6520-0_20.pdf?rlkey=js14lc6gr65x6wq316smj0fi0&dl=1
